Severity,Temperature_C,Wind_Speed_kmh,Visibility_km,Precipitation_mm,Humidity_pct,Pressure_hPa,Speed_Limit,Weather_Condition,Road_Type,Hour,Day_of_Week,Month,State,Junction,Traffic_Signal,Crossing,Stop,Amenity,Country
4,33.6,19.5,9.3,6.72,83.3,1011.92,50,Heavy Rain,State Highway,6,Monday,9,"Belagavi, Karnataka",0,0,0,1,0,India
4,30.5,8.2,6.5,0.0,43.1,1010.48,80,Fog,Ring Road,22,Monday,5,"Belagavi, Karnataka",1,0,1,0,0,India
3,19.3,18.5,11.3,0.0,96.7,1011.0,50,Clear,National Highway,7,Wednesday,6,"Mangaluru, Karnataka",0,1,0,0,0,India
1,24.9,17.4,15.0,0.0,72.5,1008.84,50,Cloudy,National Highway,16,Saturday,12,"Hubballi, Karnataka",1,1,0,0,0,India
1,29.6,10.4,15.0,0.0,66.9,1005.8,50,Clear,City Street,8,Thursday,11,"Bengaluru, Karnataka",0,1,0,0,1,India
3,23.3,3.0,12.5,19.3,72.8,1008.47,50,Heavy Rain,National Highway,17,Thursday,1,"Mangaluru, Karnataka",0,1,1,0,0,India
4,38.1,5.1,8.2,0.0,50.6,1005.84,100,Clear,State Highway,18,Thursday,8,"Mysuru, Karnataka",0,0,0,0,1,India
3,28.6,2.2,9.5,0.46,68.0,994.86,60,Heavy Rain,State Highway,16,Saturday,10,"Belagavi, Karnataka",0,0,0,1,0,India
1,24.2,0.1,13.3,0.0,60.4,1009.93,80,Clear,City Street,15,Friday,7,"Bengaluru, Karnataka",0,1,1,0,0,India
1,22.4,1.0,12.2,0.0,59.6,1008.7,40,Clear,Ring Road,20,Friday,5,"Hubballi, Karnataka",0,1,0,0,1,India
4,32.6,17.1,10.2,0.0,79.4,1016.18,80,Clear,National Highway,5,Sunday,2,"Belagavi, Karnataka",0,1,0,0,0,India
2,24.8,0.4,10.4,0.0,61.0,1013.45,60,Clear,State Highway,10,Monday,9,"Mangaluru, Karnataka",1,0,0,0,0,India
2,29.9,6.1,13.2,26.03,66.5,1012.38,40,Heavy Rain,National Highway,8,Thursday,7,"Mysuru, Karnataka",0,0,0,0,0,India
3,22.2,50.0,13.9,0.0,69.9,1005.0,80,Clear,City Street,23,Tuesday,10,"Mangaluru, Karnataka",0,1,0,1,1,India
2,28.4,19.0,5.5,0.0,79.2,1015.1,60,Cloudy,City Street,11,Sunday,9,"Mangaluru, Karnataka",0,0,0,0,0,India
1,24.8,16.7,10.7,0.0,84.0,1010.71,50,Clear,State Highway,17,Tuesday,1,"Belagavi, Karnataka",1,1,0,0,0,India
3,26.4,3.9,11.7,0.0,65.2,1008.21,60,Clear,National Highway,16,Monday,2,"Mangaluru, Karnataka",1,1,0,0,0,India
1,24.0,12.3,8.4,0.0,59.3,1006.09,30,Clear,City Street,7,Monday,12,"Hubballi, Karnataka",1,0,1,0,0,India
1,33.1,8.3,13.8,0.0,93.6,1006.73,50,Clear,City Street,8,Friday,3,"Hubballi, Karnataka",0,1,0,0,1,India
4,25.5,11.7,9.1,0.8,26.3,1008.72,60,Heavy Rain,National Highway,9,Monday,4,"Mysuru, Karnataka",1,0,0,1,0,India
2,27.3,6.9,13.9,0.0,78.0,1004.87,80,Cloudy,State Highway,11,Monday,12,"Mysuru, Karnataka",1,1,0,0,1,India
2,27.5,9.1,8.9,0.0,62.8,1010.19,80,Clear,State Highway,8,Tuesday,6,"Mysuru, Karnataka",0,1,0,1,0,India
4,36.1,50.0,10.8,0.0,73.6,1009.17,60,Cloudy,Ring Road,0,Friday,4,"Bengaluru, Karnataka",0,0,1,1,0,India
1,32.5,4.8,10.7,0.0,65.6,1013.43,50,Clear,City Street,20,Friday,12,"Hubballi, Karnataka",1,1,0,0,0,India
1,32.0,2.9,15.0,0.0,84.2,1009.25,40,Clear,City Street,22,Wednesday,9,"Mysuru, Karnataka",0,0,0,0,1,India
1,20.1,7.1,12.2,0.0,71.3,1000.9,40,Cloudy,Rural Road,10,Tuesday,12,"Belagavi, Karnataka",0,0,0,0,1,India
3,24.7,8.9,8.6,0.0,43.7,1008.45,100,Clear,City Street,10,Saturday,4,"Mangaluru, Karnataka",0,0,0,0,0,India
1,33.9,1.1,9.2,0.0,43.0,1004.35,40,Cloudy,Ring Road,0,Wednesday,11,"Hubballi, Karnataka",0,0,0,0,0,India
1,22.1,19.7,9.2,0.0,61.8,1007.02,40,Cloudy,National Highway,16,Tuesday,3,"Belagavi, Karnataka",1,0,0,0,0,India
2,28.4,6.6,10.1,37.06,74.1,1005.28,60,Rain,State Highway,19,Wednesday,10,"Bengaluru, Karnataka",1,0,1,0,0,India
4,22.7,6.4,7.2,0.0,84.6,1020.45,60,Fog,City Street,6,Wednesday,2,"Bengaluru, Karnataka",0,1,0,0,0,India
2,23.2,12.9,9.8,0.0,55.0,1008.3,50,Clear,City Street,7,Thursday,1,"Mangaluru, Karnataka",0,1,0,0,0,India
1,36.4,17.8,14.1,0.0,31.8,1013.59,30,Clear,National Highway,18,Friday,6,"Bengaluru, Karnataka",0,0,0,0,1,India
2,31.6,50.0,14.0,0.0,71.5,1008.47,50,Clear,State Highway,15,Thursday,9,"Mysuru, Karnataka",0,0,1,0,0,India
4,32.9,2.3,5.3,0.0,65.6,1008.87,80,Clear,State Highway,3,Monday,2,"Hubballi, Karnataka",0,1,0,0,1,India
2,31.9,5.1,4.8,6.02,67.1,1007.62,80,Rain,State Highway,15,Friday,1,"Hubballi, Karnataka",1,1,0,0,0,India
1,27.3,2.2,8.2,1.62,48.5,1006.52,60,Rain,State Highway,9,Monday,11,"Mangaluru, Karnataka",1,0,0,0,0,India
2,24.5,25.5,4.7,0.0,82.9,1006.63,60,Cloudy,City Street,10,Thursday,9,"Hubballi, Karnataka",0,1,0,0,0,India
2,26.0,9.5,6.2,0.0,52.8,1011.87,30,Cloudy,Rural Road,18,Wednesday,1,"Bengaluru, Karnataka",1,0,0,0,0,India
2,27.0,23.0,11.1,0.0,69.6,1009.7,40,Clear,City Street,18,Tuesday,9,"Hubballi, Karnataka",1,0,0,0,0,India
4,36.9,50.0,9.9,0.0,69.1,1016.65,60,Cloudy,City Street,11,Friday,3,"Hubballi, Karnataka",1,1,0,1,0,India
2,21.3,9.6,4.8,12.57,73.2,1008.9,50,Rain,Rural Road,21,Wednesday,3,"Bengaluru, Karnataka",0,0,0,0,0,India
1,25.2,1.5,13.5,0.0,53.8,1008.62,50,Cloudy,State Highway,11,Thursday,5,"Mangaluru, Karnataka",0,0,1,1,0,India
2,23.4,5.4,8.7,0.0,51.1,1010.2,80,Clear,State Highway,18,Friday,6,"Hubballi, Karnataka",0,1,0,1,1,India
2,33.3,0.4,8.4,0.0,77.8,1013.03,60,Cloudy,National Highway,13,Saturday,3,"Hubballi, Karnataka",0,0,1,0,1,India
2,37.3,22.7,13.0,0.0,73.3,1010.58,50,Clear,Ring Road,20,Tuesday,6,"Hubballi, Karnataka",1,0,0,1,0,India
3,29.5,0.2,11.2,0.0,70.0,1016.73,120,Cloudy,National Highway,20,Wednesday,9,"Mangaluru, Karnataka",0,0,0,0,0,India
2,30.0,10.8,9.9,0.0,81.9,1022.89,40,Cloudy,City Street,5,Monday,6,"Mysuru, Karnataka",0,0,0,0,0,India
1,28.5,1.3,8.5,0.0,70.1,1014.1,50,Clear,State Highway,21,Monday,7,"Belagavi, Karnataka",0,1,0,0,0,India
1,30.2,0.1,11.7,7.19,59.4,1011.88,60,Rain,Ring Road,19,Thursday,4,"Mangaluru, Karnataka",1,1,1,0,0,India
3,31.9,3.6,8.7,11.29,72.8,1000.0,40,Heavy Rain,State Highway,18,Thursday,9,"Bengaluru, Karnataka",1,0,0,0,0,India
1,30.1,9.6,9.3,0.0,71.8,1016.92,50,Clear,City Street,7,Tuesday,4,"Mangaluru, Karnataka",0,1,1,0,1,India
4,30.5,0.9,6.5,0.0,72.1,1016.14,60,Fog,State Highway,18,Monday,2,"Mangaluru, Karnataka",0,0,0,0,0,India
2,31.9,11.5,13.4,0.0,51.8,1017.67,50,Cloudy,State Highway,19,Friday,5,"Mysuru, Karnataka",1,1,0,0,0,India
1,19.1,13.4,14.7,0.59,50.3,1013.98,30,Rain,City Street,9,Saturday,11,"Bengaluru, Karnataka",0,0,1,0,1,India
4,28.0,42.0,10.6,13.02,78.2,1005.25,50,Heavy Rain,Ring Road,22,Sunday,10,"Bengaluru, Karnataka",1,0,0,0,1,India
3,29.5,27.6,8.5,0.0,62.8,1005.17,60,Cloudy,City Street,3,Tuesday,9,"Hubballi, Karnataka",0,0,0,0,0,India
1,30.1,10.0,12.8,15.61,35.9,1004.55,60,Rain,Ring Road,6,Sunday,2,"Belagavi, Karnataka",0,0,0,1,0,India
2,27.1,18.9,11.8,0.0,44.4,1010.4,60,Clear,City Street,14,Friday,7,"Belagavi, Karnataka",1,0,0,1,0,India
2,28.8,5.4,8.7,0.0,45.2,1006.49,60,Clear,City Street,14,Monday,6,"Belagavi, Karnataka",1,0,0,0,0,India
1,24.4,10.6,13.5,0.0,81.0,1014.3,40,Cloudy,State Highway,16,Tuesday,6,"Bengaluru, Karnataka",0,0,1,0,0,India
4,19.1,6.2,8.7,11.14,64.3,1007.14,60,Heavy Rain,State Highway,0,Wednesday,3,"Mysuru, Karnataka",1,0,0,0,0,India
2,32.9,4.9,6.1,3.9,65.5,1008.37,30,Heavy Rain,National Highway,22,Wednesday,3,"Hubballi, Karnataka",0,1,1,0,0,India
3,22.3,15.6,9.8,0.0,59.7,1011.32,60,Cloudy,Ring Road,3,Sunday,8,"Bengaluru, Karnataka",0,1,0,0,0,India
1,27.2,4.2,13.3,0.0,49.1,1007.61,30,Cloudy,Ring Road,6,Sunday,2,"Hubballi, Karnataka",0,1,1,0,0,India
3,24.3,5.7,10.3,0.0,76.4,1005.46,60,Clear,City Street,0,Wednesday,11,"Hubballi, Karnataka",1,1,0,0,0,India
4,35.9,5.5,6.5,11.86,74.8,1000.94,80,Thunderstorm,State Highway,14,Wednesday,4,"Hubballi, Karnataka",0,0,0,0,0,India
2,27.6,24.5,8.8,0.0,54.4,1014.65,80,Clear,National Highway,21,Friday,3,"Mangaluru, Karnataka",0,1,1,1,0,India
1,26.4,2.2,13.6,42.32,86.0,1005.39,50,Rain,Ring Road,16,Monday,9,"Mysuru, Karnataka",0,0,1,0,1,India
3,31.7,5.8,10.8,0.0,76.2,1008.08,120,Cloudy,National Highway,19,Monday,12,"Mysuru, Karnataka",1,0,1,1,0,India
4,38.8,26.3,9.9,0.0,52.2,1008.15,50,Cloudy,City Street,0,Friday,6,"Belagavi, Karnataka",1,1,0,1,1,India
1,30.0,0.2,9.6,0.0,60.7,999.69,50,Clear,State Highway,14,Thursday,11,"Mangaluru, Karnataka",0,0,0,0,1,India
4,26.1,35.4,13.2,8.61,59.5,1011.43,50,Thunderstorm,State Highway,12,Tuesday,10,"Hubballi, Karnataka",0,0,1,0,0,India
2,31.5,27.5,13.0,0.0,69.7,1017.02,50,Cloudy,City Street,13,Saturday,11,"Belagavi, Karnataka",1,0,0,0,0,India
4,20.1,6.5,5.8,0.0,43.6,1014.8,40,Fog,National Highway,5,Wednesday,8,"Bengaluru, Karnataka",0,0,0,0,0,India
1,28.2,12.7,12.8,0.0,54.4,1008.12,40,Clear,State Highway,16,Friday,2,"Hubballi, Karnataka",1,1,0,0,0,India
3,38.0,50.0,11.5,0.0,76.9,1015.27,40,Cloudy,Ring Road,13,Sunday,8,"Bengaluru, Karnataka",0,1,0,0,0,India
1,28.8,9.7,14.8,11.85,41.2,1001.33,40,Rain,City Street,18,Sunday,6,"Mysuru, Karnataka",0,1,1,0,1,India
2,28.5,1.2,9.8,10.23,62.0,1014.16,80,Rain,City Street,13,Monday,1,"Mangaluru, Karnataka",1,0,0,0,0,India
3,28.1,23.1,13.4,0.0,46.6,1006.34,50,Fog,City Street,6,Friday,3,"Mangaluru, Karnataka",1,1,0,0,0,India
1,26.0,1.7,11.4,0.0,78.7,1014.84,30,Clear,National Highway,16,Friday,12,"Belagavi, Karnataka",0,1,1,0,1,India
2,29.6,3.6,6.7,0.0,70.1,1010.18,50,Clear,National Highway,7,Saturday,10,"Hubballi, Karnataka",1,1,0,0,0,India
2,31.9,24.8,13.1,0.0,43.0,1003.98,120,Cloudy,State Highway,20,Sunday,12,"Hubballi, Karnataka",0,1,0,0,0,India
1,26.3,3.5,12.4,0.0,49.4,1011.24,60,Clear,State Highway,15,Saturday,11,"Bengaluru, Karnataka",0,0,0,0,1,India
4,15.5,16.4,8.1,3.27,65.2,1010.0,50,Thunderstorm,State Highway,7,Thursday,10,"Mysuru, Karnataka",0,0,0,0,0,India
1,30.3,7.1,10.9,0.0,30.4,1011.19,40,Clear,City Street,22,Thursday,3,"Mysuru, Karnataka",1,0,0,0,0,India
1,38.7,17.1,15.0,0.0,48.5,1005.99,50,Cloudy,National Highway,13,Friday,3,"Belagavi, Karnataka",1,1,0,0,1,India
2,26.1,3.2,8.6,0.0,52.6,1004.14,60,Clear,City Street,5,Thursday,5,"Mangaluru, Karnataka",0,0,0,0,1,India
2,20.6,6.5,12.2,0.0,84.3,1013.07,100,Cloudy,National Highway,15,Monday,7,"Bengaluru, Karnataka",0,1,1,0,1,India
2,31.4,4.6,6.7,0.0,56.3,1009.66,50,Clear,National Highway,8,Tuesday,12,"Belagavi, Karnataka",1,0,0,0,0,India
2,36.7,3.4,8.3,0.0,74.9,1012.86,50,Clear,State Highway,18,Monday,1,"Bengaluru, Karnataka",0,0,0,0,1,India
1,30.6,4.5,12.4,0.0,57.9,1012.77,50,Clear,City Street,18,Monday,4,"Mysuru, Karnataka",0,1,0,1,0,India
3,36.6,4.7,10.8,0.0,76.2,1013.54,120,Clear,National Highway,22,Wednesday,1,"Belagavi, Karnataka",0,1,1,0,1,India
4,32.0,37.3,9.4,20.42,41.7,1018.09,50,Thunderstorm,City Street,13,Monday,12,"Mysuru, Karnataka",0,1,1,0,0,India
2,31.5,9.1,15.0,0.0,54.2,1011.0,80,Clear,City Street,12,Wednesday,1,"Belagavi, Karnataka",1,0,0,1,0,India
2,25.4,7.4,7.2,0.0,63.4,1005.01,50,Cloudy,National Highway,17,Sunday,7,"Mysuru, Karnataka",1,0,0,0,1,India
3,29.4,8.4,9.6,1.64,67.7,1006.13,60,Thunderstorm,City Street,6,Wednesday,12,"Belagavi, Karnataka",0,0,0,1,1,India
2,27.9,50.0,11.5,0.81,69.9,1008.55,50,Rain,Ring Road,14,Thursday,5,"Mangaluru, Karnataka",0,1,0,0,0,India
4,27.7,12.7,7.4,16.81,67.9,1011.06,50,Thunderstorm,City Street,14,Monday,3,"Bengaluru, Karnataka",0,0,0,0,0,India
4,26.7,14.6,11.5,36.8,72.6,1016.89,50,Thunderstorm,National Highway,5,Sunday,7,"Mysuru, Karnataka",0,0,0,0,0,India
1,29.1,4.5,13.2,0.0,64.8,1009.3,50,Cloudy,City Street,11,Saturday,8,"Mysuru, Karnataka",1,1,0,0,0,India
1,21.5,7.7,9.7,0.0,67.6,1018.4,50,Cloudy,City Street,19,Wednesday,8,"Hubballi, Karnataka",0,1,0,0,0,India
2,32.1,2.4,7.9,0.0,49.8,1018.84,60,Clear,National Highway,19,Thursday,3,"Hubballi, Karnataka",0,1,0,0,0,India
3,23.6,13.9,9.1,0.0,40.7,1012.15,50,Cloudy,National Highway,5,Sunday,4,"Hubballi, Karnataka",0,0,0,0,0,India
4,26.7,5.1,2.0,8.49,48.2,1013.15,80,Rain,National Highway,5,Wednesday,11,"Bengaluru, Karnataka",0,1,1,1,0,India
2,29.7,16.6,13.0,0.0,39.7,1007.7,60,Cloudy,National Highway,8,Monday,7,"Belagavi, Karnataka",1,0,0,0,0,India
1,23.4,2.9,10.8,0.84,68.4,1018.4,50,Rain,State Highway,20,Thursday,3,"Bengaluru, Karnataka",0,1,0,0,0,India
1,18.2,6.2,9.5,0.14,79.1,1006.81,60,Rain,State Highway,6,Wednesday,3,"Hubballi, Karnataka",0,0,0,0,0,India
1,26.1,7.6,5.0,0.0,50.8,1016.01,30,Clear,State Highway,17,Wednesday,9,"Hubballi, Karnataka",0,0,0,0,0,India
3,20.8,2.2,13.3,1.28,80.1,1004.84,50,Heavy Rain,Rural Road,6,Sunday,4,"Mysuru, Karnataka",1,0,0,0,0,India
2,31.6,0.9,8.7,0.0,71.8,1013.2,50,Cloudy,City Street,15,Friday,11,"Bengaluru, Karnataka",0,1,0,0,0,India
1,22.2,4.6,11.7,0.0,56.7,1015.57,50,Clear,Rural Road,10,Friday,6,"Belagavi, Karnataka",0,1,1,1,0,India
3,35.4,9.4,10.0,0.5,59.8,1014.54,60,Heavy Rain,City Street,18,Friday,9,"Mangaluru, Karnataka",1,1,0,0,1,India
2,28.0,12.7,5.2,0.0,81.7,1007.66,80,Cloudy,National Highway,8,Friday,10,"Belagavi, Karnataka",0,0,1,1,0,India
1,28.3,6.6,13.8,0.59,30.1,1008.65,30,Rain,State Highway,16,Sunday,4,"Mysuru, Karnataka",1,1,0,0,0,India
1,18.1,8.3,13.2,0.0,81.7,1017.69,40,Cloudy,City Street,8,Tuesday,5,"Belagavi, Karnataka",0,0,0,0,0,India
1,28.7,9.4,12.3,0.0,78.4,1007.47,30,Clear,National Highway,17,Thursday,7,"Hubballi, Karnataka",1,0,0,0,1,India
1,27.6,8.6,10.9,23.14,56.2,1007.64,40,Rain,National Highway,20,Friday,6,"Bengaluru, Karnataka",0,0,0,0,0,India
3,21.5,1.1,6.4,0.0,63.6,1017.52,120,Cloudy,State Highway,6,Monday,12,"Mysuru, Karnataka",1,0,0,0,0,India
1,28.4,6.2,12.6,0.0,89.4,1009.69,50,Clear,State Highway,19,Tuesday,12,"Mangaluru, Karnataka",0,0,1,0,0,India
1,26.0,2.7,15.0,0.0,45.4,1009.72,50,Clear,State Highway,15,Tuesday,6,"Hubballi, Karnataka",0,1,0,1,0,India
4,26.9,9.2,10.3,2.71,62.3,1019.19,120,Heavy Rain,National Highway,6,Wednesday,2,"Hubballi, Karnataka",0,0,0,0,1,India
2,28.1,17.0,10.4,0.0,74.7,1006.77,60,Clear,State Highway,11,Wednesday,7,"Bengaluru, Karnataka",1,1,1,0,0,India
3,25.6,10.4,6.7,2.12,68.1,1006.34,40,Heavy Rain,City Street,7,Monday,7,"Hubballi, Karnataka",0,1,0,0,1,India
2,29.2,3.0,3.8,0.0,65.8,1010.9,80,Clear,State Highway,17,Wednesday,8,"Mangaluru, Karnataka",0,0,0,0,0,India
2,27.6,2.8,8.9,0.0,92.3,1010.16,50,Cloudy,City Street,17,Tuesday,10,"Hubballi, Karnataka",0,0,0,0,1,India
4,30.4,0.5,14.4,0.0,48.4,1006.11,120,Fog,City Street,6,Monday,1,"Belagavi, Karnataka",0,0,0,1,0,India
1,25.4,6.7,14.0,0.0,49.0,1014.03,60,Clear,City Street,13,Tuesday,10,"Mangaluru, Karnataka",1,0,0,0,0,India
4,22.7,6.8,9.8,0.0,27.3,1010.08,120,Cloudy,National Highway,18,Tuesday,1,"Bengaluru, Karnataka",1,0,1,1,0,India
1,24.5,3.2,11.3,12.97,48.8,1010.32,80,Rain,City Street,21,Monday,6,"Hubballi, Karnataka",1,0,0,0,0,India
3,35.2,17.3,6.3,0.72,55.0,1009.98,40,Rain,National Highway,13,Monday,3,"Bengaluru, Karnataka",0,0,0,0,1,India
1,32.8,5.9,10.3,0.0,69.8,1004.77,60,Cloudy,State Highway,22,Friday,2,"Mangaluru, Karnataka",0,1,0,0,0,India
2,34.1,13.3,8.4,0.0,79.4,1005.91,50,Cloudy,City Street,14,Sunday,2,"Belagavi, Karnataka",1,1,1,0,0,India
2,34.4,12.3,10.2,1.51,50.5,1002.09,40,Rain,National Highway,11,Monday,8,"Mysuru, Karnataka",1,0,0,0,0,India
2,25.7,11.1,9.2,7.74,62.9,1015.69,50,Rain,State Highway,19,Thursday,5,"Belagavi, Karnataka",1,1,0,0,0,India
3,29.5,28.6,9.1,7.9,85.9,1010.01,30,Rain,National Highway,13,Tuesday,2,"Mysuru, Karnataka",0,0,1,0,1,India
1,28.4,0.2,13.0,0.0,62.2,1014.97,60,Clear,National Highway,12,Monday,2,"Mangaluru, Karnataka",1,1,0,0,0,India
3,31.3,0.8,15.0,9.32,72.8,1007.75,50,Thunderstorm,State Highway,13,Monday,4,"Mysuru, Karnataka",1,1,1,0,1,India
3,26.6,15.4,9.5,0.0,81.8,1015.74,80,Cloudy,Ring Road,19,Friday,8,"Bengaluru, Karnataka",1,1,0,0,0,India
1,28.5,5.2,14.3,0.0,51.1,1001.92,60,Clear,State Highway,19,Monday,4,"Mangaluru, Karnataka",1,0,1,0,0,India
4,28.4,50.0,6.3,0.0,48.0,1014.86,80,Clear,State Highway,11,Thursday,7,"Belagavi, Karnataka",0,0,0,0,1,India
1,30.7,2.9,9.7,0.0,89.3,1009.61,40,Clear,City Street,10,Tuesday,4,"Mangaluru, Karnataka",1,1,1,0,0,India
1,31.3,2.4,6.1,0.0,73.7,1003.07,60,Clear,City Street,13,Sunday,2,"Mangaluru, Karnataka",0,1,0,0,0,India
2,28.5,10.6,9.1,0.0,45.1,995.89,80,Clear,Ring Road,14,Thursday,10,"Mysuru, Karnataka",1,0,0,0,0,India
1,28.6,3.9,12.1,0.0,49.2,1012.51,40,Clear,Rural Road,8,Saturday,10,"Hubballi, Karnataka",0,0,0,0,1,India
1,29.1,5.0,13.4,0.0,62.0,1014.95,60,Cloudy,City Street,18,Sunday,11,"Hubballi, Karnataka",0,0,1,0,1,India
3,36.2,30.5,7.7,0.0,85.9,1010.31,40,Clear,Ring Road,13,Wednesday,1,"Belagavi, Karnataka",1,1,0,0,0,India
2,19.4,0.3,11.4,0.0,79.7,1013.02,80,Clear,National Highway,10,Monday,10,"Belagavi, Karnataka",0,1,1,1,1,India
1,23.2,9.1,13.7,0.0,81.0,1012.23,50,Clear,City Street,6,Sunday,11,"Mangaluru, Karnataka",1,0,0,0,0,India
1,31.4,4.9,13.3,0.0,58.5,1010.28,60,Clear,Rural Road,8,Tuesday,2,"Hubballi, Karnataka",0,0,0,1,0,India
1,29.3,5.1,10.8,0.0,64.9,1014.8,50,Clear,City Street,21,Wednesday,10,"Belagavi, Karnataka",1,0,1,0,0,India
2,29.3,3.4,8.2,0.0,53.0,1002.61,80,Cloudy,Ring Road,9,Wednesday,9,"Belagavi, Karnataka",1,0,1,0,1,India
2,31.3,1.7,7.9,8.2,58.8,1010.49,40,Thunderstorm,National Highway,7,Monday,2,"Mysuru, Karnataka",1,1,1,0,0,India
3,29.1,0.4,7.5,6.41,48.2,1013.41,40,Heavy Rain,State Highway,12,Thursday,7,"Belagavi, Karnataka",1,0,0,0,1,India
4,25.2,50.0,9.9,21.58,51.9,1007.77,30,Heavy Rain,Ring Road,9,Friday,10,"Bengaluru, Karnataka",0,0,1,0,0,India
4,31.1,13.0,7.5,0.0,54.1,1011.28,100,Clear,State Highway,2,Wednesday,12,"Bengaluru, Karnataka",0,0,0,1,1,India
1,28.1,18.0,12.0,0.0,62.8,1004.11,50,Clear,City Street,9,Monday,6,"Mangaluru, Karnataka",0,0,0,0,0,India
1,25.8,0.8,10.7,0.0,71.3,1010.38,50,Clear,National Highway,14,Thursday,2,"Bengaluru, Karnataka",1,1,0,0,1,India
1,31.5,0.2,10.5,0.64,90.0,1006.4,50,Rain,City Street,14,Sunday,5,"Hubballi, Karnataka",1,1,0,0,0,India
3,31.3,11.0,4.5,0.0,59.5,1007.41,50,Clear,Ring Road,10,Monday,10,"Hubballi, Karnataka",1,1,1,0,1,India
1,29.1,15.4,10.1,0.0,73.8,1012.86,40,Cloudy,State Highway,12,Tuesday,9,"Hubballi, Karnataka",1,1,1,0,0,India
4,36.6,6.0,8.6,0.0,62.3,1001.19,120,Clear,National Highway,22,Sunday,9,"Hubballi, Karnataka",0,1,0,0,0,India
1,34.6,5.9,15.0,0.0,79.4,1004.55,40,Clear,National Highway,10,Thursday,5,"Belagavi, Karnataka",1,1,0,0,1,India
4,33.0,5.8,6.2,0.87,46.2,1013.62,100,Thunderstorm,Rural Road,8,Thursday,9,"Mangaluru, Karnataka",1,0,1,0,1,India
1,40.8,2.0,9.4,2.52,57.0,1009.22,50,Rain,City Street,8,Wednesday,7,"Mangaluru, Karnataka",0,1,0,0,1,India
1,27.3,16.8,11.1,22.15,74.9,1006.33,50,Rain,National Highway,12,Thursday,3,"Hubballi, Karnataka",1,1,0,0,1,India
2,25.7,2.9,7.1,0.0,73.7,1012.25,80,Cloudy,National Highway,17,Thursday,1,"Hubballi, Karnataka",1,0,0,0,0,India
3,32.3,4.7,15.0,16.39,74.0,1004.46,50,Heavy Rain,City Street,7,Thursday,10,"Mangaluru, Karnataka",1,0,0,0,0,India
1,26.7,13.3,15.0,0.0,86.1,1004.3,40,Cloudy,City Street,17,Tuesday,11,"Mysuru, Karnataka",1,0,0,0,0,India
4,28.1,0.0,7.4,0.0,39.0,1008.96,50,Fog,National Highway,1,Thursday,5,"Belagavi, Karnataka",0,0,1,1,0,India
1,23.1,17.4,8.2,0.0,46.2,1009.31,50,Clear,State Highway,11,Monday,2,"Hubballi, Karnataka",1,0,1,1,0,India
2,31.0,27.5,15.0,0.0,73.4,1006.29,40,Cloudy,City Street,18,Wednesday,9,"Bengaluru, Karnataka",1,0,1,0,0,India
1,20.6,0.6,14.2,0.0,77.2,1008.68,50,Cloudy,City Street,10,Tuesday,1,"Bengaluru, Karnataka",1,1,0,1,0,India
1,27.5,10.7,8.9,0.0,74.8,1016.67,40,Clear,Ring Road,14,Tuesday,10,"Hubballi, Karnataka",1,1,0,0,0,India
3,27.9,6.3,11.3,10.6,100.0,1009.82,100,Heavy Rain,State Highway,7,Thursday,11,"Belagavi, Karnataka",0,1,0,0,0,India
3,25.8,1.0,5.8,11.7,51.3,1004.25,60,Thunderstorm,City Street,17,Saturday,4,"Mangaluru, Karnataka",0,0,1,1,0,India
1,19.2,13.8,15.0,0.0,70.5,1010.12,40,Cloudy,City Street,4,Thursday,9,"Mangaluru, Karnataka",1,1,1,0,0,India
2,19.2,11.4,10.2,0.0,63.9,999.4,60,Clear,Ring Road,19,Friday,5,"Mangaluru, Karnataka",0,0,0,1,1,India
1,24.3,12.3,11.8,0.0,74.3,1018.06,40,Cloudy,State Highway,7,Wednesday,6,"Belagavi, Karnataka",0,0,0,0,0,India
4,30.7,20.2,7.2,14.62,70.6,1004.07,50,Heavy Rain,National Highway,20,Monday,1,"Belagavi, Karnataka",1,1,0,1,0,India
2,29.4,4.1,6.6,0.0,57.2,1011.03,100,Cloudy,State Highway,10,Saturday,1,"Bengaluru, Karnataka",0,1,0,1,1,India
2,27.9,13.6,11.4,0.0,70.8,1010.81,60,Clear,Rural Road,17,Saturday,9,"Belagavi, Karnataka",1,0,0,0,0,India
1,23.6,16.3,15.0,0.0,66.3,1006.1,40,Cloudy,State Highway,9,Wednesday,1,"Belagavi, Karnataka",1,0,0,1,1,India
1,29.7,2.2,8.4,0.0,66.9,1016.5,50,Clear,State Highway,20,Sunday,9,"Mysuru, Karnataka",0,0,0,0,0,India
3,19.0,37.8,7.1,19.41,82.0,1020.29,60,Rain,City Street,6,Monday,2,"Mysuru, Karnataka",0,0,1,0,0,India
1,16.0,5.0,10.9,0.0,100.0,1006.26,40,Clear,National Highway,7,Tuesday,9,"Mysuru, Karnataka",0,0,0,0,1,India
1,26.8,15.0,14.9,0.0,36.3,1013.56,40,Cloudy,National Highway,13,Friday,4,"Mangaluru, Karnataka",1,0,0,1,0,India
2,25.3,16.8,8.1,29.78,84.3,1005.06,40,Rain,State Highway,5,Friday,3,"Bengaluru, Karnataka",1,1,0,0,1,India
4,33.1,8.4,9.3,0.0,74.6,1016.61,120,Clear,City Street,7,Sunday,9,"Mysuru, Karnataka",0,1,0,1,0,India
