Severity,Temperature_F,Wind_Speed_mph,Visibility_mi,Precipitation_in,Humidity_pct,Pressure_in,Speed_Limit,Weather_Condition,Road_Type,Hour,Day_of_Week,Month,State,Junction,Traffic_Signal,Crossing,Stop,Amenity
4,73.5,2.5,9.9,0.0,83.7,29.79,75,Fog,Highway,11,Sunday,11,GA,0,1,0,0,1
1,42.1,19.1,10.0,0.0,73.6,29.55,45,Clear,City Street,13,Thursday,6,IL,1,1,1,1,0
1,95.4,3.9,9.5,0.0,50.6,29.72,45,Clear,City Street,15,Friday,1,GA,0,0,1,0,0
1,87.5,9.8,10.0,0.0,71.6,30.0,65,Clear,State Road,21,Wednesday,4,CA,0,0,0,1,1
1,43.1,1.2,10.0,0.55,33.6,30.36,65,Rain,Highway,16,Thursday,6,MI,0,1,0,0,1
1,50.5,9.1,10.0,0.0,19.7,29.21,25,Cloudy,State Road,13,Saturday,5,NC,0,1,0,1,0
1,85.1,0.6,10.0,0.0,47.8,29.34,45,Windy,City Street,18,Sunday,3,NC,0,1,0,0,0
3,95.9,10.1,10.0,0.0,61.6,29.9,45,Fog,Rural Road,22,Tuesday,12,FL,1,1,0,0,0
3,34.7,3.1,6.3,0.0,43.8,28.84,35,Cloudy,City Street,1,Thursday,2,MI,0,0,0,0,0
2,39.9,5.0,10.0,0.0,63.5,30.04,70,Cloudy,Highway,23,Sunday,8,OH,1,1,0,0,0
2,57.1,1.5,6.8,0.0,61.2,30.43,35,Clear,City Street,5,Sunday,4,NC,0,1,1,0,0
4,16.6,7.9,5.1,0.0,22.8,31.08,65,Clear,Highway,18,Saturday,5,MI,1,0,0,0,0
3,60.4,3.3,5.3,0.0,49.2,29.94,65,Clear,State Road,9,Saturday,12,GA,0,0,0,0,1
1,83.7,3.9,10.0,0.0,78.8,30.33,25,Clear,Highway,6,Sunday,2,TX,1,0,1,0,0
1,31.2,8.4,9.9,0.0,69.7,29.91,45,Clear,City Street,12,Saturday,4,IL,0,0,0,0,1
1,62.5,1.6,10.0,0.0,46.1,30.71,55,Clear,City Street,16,Thursday,12,GA,1,1,0,1,0
1,48.4,15.3,9.9,0.0,72.4,29.69,35,Clear,City Street,11,Sunday,8,FL,0,0,0,1,0
4,92.8,10.8,8.6,0.01,95.1,30.06,65,Thunderstorm,City Street,4,Thursday,12,PA,0,1,0,0,0
1,48.6,6.9,9.0,0.0,51.5,30.2,35,Cloudy,Highway,15,Monday,5,NY,0,1,1,0,0
1,90.4,1.1,9.8,0.0,74.8,30.09,35,Windy,State Road,20,Wednesday,6,CA,0,0,0,0,0
2,48.1,9.3,6.2,0.0,71.7,29.51,55,Cloudy,City Street,11,Tuesday,4,NY,0,0,0,0,0
1,75.4,0.1,4.1,0.0,50.5,29.21,25,Cloudy,City Street,7,Monday,11,CA,0,1,1,0,1
2,65.0,13.1,6.5,0.0,37.3,30.41,75,Clear,City Street,12,Friday,1,NY,0,1,1,0,0
3,57.2,2.9,9.6,0.0,93.0,30.03,55,Clear,Highway,3,Tuesday,4,OH,1,0,0,0,1
1,44.2,1.0,6.1,0.0,81.8,29.94,65,Clear,City Street,19,Tuesday,6,PA,0,1,0,0,0
3,66.5,1.4,10.0,1.92,54.4,30.35,45,Thunderstorm,State Road,19,Tuesday,1,OH,1,0,0,1,0
2,51.2,26.4,9.3,0.0,84.3,30.32,75,Windy,City Street,15,Tuesday,2,NY,0,0,0,0,0
2,46.2,11.9,8.4,0.0,71.1,30.08,45,Clear,State Road,10,Thursday,10,IL,1,0,0,0,0
1,89.5,2.2,6.2,0.0,84.1,30.22,35,Clear,Interstate,18,Monday,9,NY,0,0,1,0,0
2,71.0,26.5,10.0,0.0,24.1,29.64,55,Cloudy,Highway,14,Wednesday,2,TX,0,0,0,1,0
1,72.9,1.2,4.4,0.0,51.8,30.17,35,Clear,City Street,19,Friday,7,MI,0,1,1,1,0
2,52.2,10.6,8.9,0.0,91.5,29.12,75,Cloudy,City Street,16,Tuesday,9,NC,0,1,0,0,0
2,56.3,8.6,6.7,0.0,100.0,29.91,55,Clear,Highway,18,Monday,6,OH,1,1,0,0,0
1,55.0,13.8,8.4,0.0,52.2,30.27,55,Cloudy,Highway,15,Sunday,8,PA,1,0,0,0,0
1,66.7,3.8,9.5,0.0,51.9,29.54,55,Clear,City Street,11,Saturday,1,IL,1,0,0,0,1
1,72.8,4.1,4.6,0.0,73.7,29.97,35,Cloudy,Highway,22,Tuesday,4,CA,1,1,1,0,0
1,59.4,7.8,3.0,0.0,66.9,30.05,35,Clear,Highway,14,Saturday,12,GA,1,1,1,1,0
2,44.1,4.1,5.2,0.0,70.7,29.45,75,Cloudy,Interstate,15,Saturday,2,OH,1,0,1,0,0
1,75.2,0.3,10.0,0.0,16.8,30.46,45,Windy,City Street,8,Monday,6,OH,0,0,0,0,0
1,60.7,10.5,9.1,0.0,55.2,30.06,25,Clear,Highway,15,Friday,5,MI,0,0,0,1,0
4,31.2,8.2,6.8,0.0,76.1,29.06,55,Fog,City Street,14,Thursday,9,PA,0,0,1,1,0
4,17.3,4.4,10.0,0.0,12.9,29.95,35,Snow,City Street,7,Friday,9,IL,0,0,0,0,0
4,66.0,2.9,10.0,0.39,27.7,30.63,65,Thunderstorm,Rural Road,4,Friday,9,NY,0,0,1,0,1
3,43.4,3.1,10.0,0.14,24.5,29.9,45,Heavy Rain,City Street,15,Thursday,8,NY,0,0,0,1,1
4,68.6,10.8,5.8,0.21,73.0,29.57,70,Rain,Rural Road,18,Monday,1,MI,0,0,0,0,0
3,44.5,10.4,10.0,0.0,41.4,29.63,45,Snow,Highway,13,Friday,8,OH,0,1,0,0,1
2,62.7,13.7,9.0,0.0,36.0,29.82,65,Clear,City Street,8,Thursday,3,NC,0,0,0,0,0
3,52.4,11.5,5.8,0.0,61.1,29.29,65,Cloudy,Highway,16,Thursday,8,MI,0,0,1,1,0
4,95.0,11.3,7.7,0.0,35.2,30.6,70,Windy,Highway,5,Friday,10,MI,0,1,0,0,0
4,79.0,2.3,4.9,0.61,69.0,30.36,55,Heavy Rain,City Street,12,Thursday,5,NY,0,0,1,0,0
4,86.9,0.9,5.9,0.01,100.0,30.44,65,Thunderstorm,Highway,7,Wednesday,5,GA,1,1,1,0,0
4,60.5,11.5,4.6,1.05,52.6,29.15,35,Heavy Rain,City Street,7,Saturday,5,MI,0,0,0,1,0
2,76.4,0.8,10.0,0.0,21.1,29.96,55,Fog,Rural Road,7,Friday,11,NC,0,0,0,0,0
1,61.8,32.2,7.8,0.06,50.9,30.44,25,Rain,State Road,11,Thursday,4,NY,1,1,0,0,0
4,89.4,16.6,5.2,0.74,69.8,29.43,45,Heavy Rain,Highway,4,Thursday,3,NC,0,0,1,0,0
1,58.5,6.1,9.6,0.0,67.8,29.86,45,Cloudy,City Street,11,Friday,3,IL,0,1,0,0,0
4,32.1,3.5,8.0,0.0,76.8,29.35,70,Fog,Interstate,13,Friday,6,OH,1,0,1,0,1
3,20.0,6.0,10.0,0.0,48.1,30.32,55,Snow,City Street,13,Tuesday,9,OH,0,0,0,1,1
4,93.4,10.6,8.4,0.0,54.4,29.79,65,Snow,City Street,11,Tuesday,5,PA,1,0,0,0,0
3,69.6,11.3,3.7,0.08,11.0,29.85,55,Rain,Highway,19,Tuesday,2,OH,0,0,0,0,0
1,70.9,0.6,6.5,0.0,72.3,29.34,45,Clear,Highway,6,Wednesday,6,GA,0,0,1,0,0
2,89.8,13.1,4.5,0.0,33.8,30.67,70,Clear,City Street,13,Saturday,11,CA,1,0,0,0,0
4,27.0,8.2,9.7,0.16,64.0,29.93,55,Thunderstorm,Highway,4,Monday,4,FL,0,1,1,0,1
1,52.8,0.3,10.0,0.0,42.6,30.3,55,Cloudy,Rural Road,5,Friday,10,NC,0,0,0,0,0
3,55.3,3.0,3.4,0.0,58.3,30.09,55,Clear,State Road,14,Monday,3,CA,1,0,1,0,0
1,74.8,5.7,7.6,0.0,79.2,29.45,35,Clear,City Street,14,Wednesday,11,PA,1,0,0,0,0
3,46.1,1.7,10.0,0.0,51.3,29.08,65,Snow,City Street,20,Wednesday,2,PA,0,1,0,0,0
4,36.0,1.3,3.3,0.0,45.2,29.8,65,Snow,City Street,14,Friday,3,MI,0,0,0,0,1
3,35.8,0.1,6.7,0.0,60.1,30.45,45,Snow,City Street,22,Saturday,3,GA,0,0,0,0,0
4,83.0,19.4,8.0,0.43,47.2,28.92,70,Rain,Interstate,3,Friday,1,PA,0,1,0,0,1
2,45.1,0.5,10.0,0.0,41.2,30.87,45,Cloudy,Interstate,5,Sunday,5,FL,0,0,0,0,0
2,49.0,3.6,9.6,0.0,97.3,30.32,25,Clear,Interstate,3,Wednesday,6,PA,0,0,0,0,0
1,72.7,1.8,10.0,0.0,22.9,30.0,45,Clear,Rural Road,7,Friday,9,NY,0,0,0,0,0
2,46.0,10.8,9.8,0.0,73.1,29.84,45,Snow,City Street,14,Thursday,7,GA,1,1,0,0,0
2,25.9,9.8,6.9,0.0,57.3,30.33,65,Clear,City Street,16,Friday,12,PA,0,0,1,0,0
3,28.4,13.1,10.0,0.08,43.5,29.29,65,Rain,Highway,3,Friday,8,FL,1,1,0,0,0
1,58.9,7.7,6.0,0.0,66.9,30.12,45,Cloudy,Highway,21,Wednesday,7,FL,0,0,0,0,0
3,69.9,7.2,0.1,0.0,60.7,30.05,65,Cloudy,Highway,19,Thursday,4,NC,0,1,0,1,0
3,56.0,4.2,2.6,0.0,86.4,30.8,35,Fog,Highway,9,Sunday,11,FL,0,0,1,1,1
3,68.6,8.1,7.6,0.0,37.3,29.72,70,Clear,State Road,5,Friday,12,GA,0,0,0,0,0
2,27.7,1.0,7.0,0.44,49.7,29.92,25,Heavy Rain,Highway,7,Friday,8,MI,0,0,0,0,0
2,29.1,9.2,6.4,0.0,80.2,29.87,45,Clear,Interstate,6,Tuesday,7,FL,0,1,0,0,0
1,105.0,0.9,8.5,0.0,55.9,29.64,65,Clear,Rural Road,6,Thursday,1,FL,1,0,0,1,0
1,84.7,15.8,10.0,0.0,70.9,30.64,55,Cloudy,Highway,13,Tuesday,8,TX,0,0,0,1,0
2,75.4,5.6,9.4,0.0,84.3,29.41,65,Clear,Highway,8,Friday,2,NY,0,1,0,0,0
1,46.8,6.0,9.9,0.13,71.2,29.14,35,Heavy Rain,Rural Road,10,Friday,11,GA,0,1,0,0,0
2,55.2,7.0,4.8,0.0,47.8,30.02,45,Cloudy,Rural Road,23,Saturday,9,IL,0,0,0,0,1
1,60.0,12.0,6.4,0.0,53.0,29.54,45,Clear,Interstate,16,Monday,4,CA,1,1,0,1,0
1,86.3,5.2,10.0,0.0,84.5,30.03,70,Clear,Interstate,21,Friday,3,PA,0,1,0,0,0
3,68.1,4.5,8.3,0.92,63.1,30.22,75,Rain,Interstate,6,Tuesday,12,PA,0,0,0,0,0
1,70.5,2.7,9.4,0.0,55.9,29.97,25,Snow,State Road,11,Monday,2,FL,0,1,0,0,1
1,56.6,1.1,9.8,0.0,67.7,29.91,70,Cloudy,Highway,14,Saturday,8,MI,0,0,0,1,0
4,75.9,1.7,8.5,0.0,34.3,28.87,65,Cloudy,City Street,5,Saturday,10,NC,1,0,0,0,0
4,66.0,0.0,10.0,0.07,55.3,30.18,55,Heavy Rain,Highway,0,Saturday,1,PA,0,1,1,0,0
2,60.9,16.3,6.4,0.24,58.4,30.0,35,Rain,Rural Road,16,Monday,5,GA,1,0,1,1,1
2,45.1,11.6,5.5,0.0,58.1,30.84,45,Clear,City Street,16,Monday,3,PA,0,0,0,0,0
3,57.7,2.0,2.7,0.17,52.1,30.47,65,Rain,City Street,11,Friday,1,NY,1,1,0,0,0
1,38.4,0.0,10.0,0.63,53.8,29.16,45,Rain,Highway,13,Saturday,8,TX,0,0,1,0,0
1,59.2,5.4,6.3,0.38,57.7,30.43,25,Rain,City Street,11,Monday,8,NC,1,1,0,0,0
3,61.8,4.3,10.0,0.06,89.2,29.25,75,Rain,City Street,1,Friday,6,MI,1,0,0,0,0
4,11.9,12.0,8.7,0.35,15.9,30.32,65,Thunderstorm,Interstate,10,Thursday,9,GA,1,0,0,1,0
3,55.4,4.1,7.0,0.0,74.0,30.63,65,Clear,Highway,7,Wednesday,11,NC,1,0,0,0,0
4,36.5,16.0,4.8,0.44,58.3,30.83,55,Thunderstorm,Interstate,5,Friday,7,FL,0,0,0,1,0
2,70.0,0.8,10.0,0.0,58.8,29.7,65,Cloudy,Rural Road,22,Saturday,7,PA,1,0,0,1,0
1,72.7,3.6,7.8,0.05,51.9,30.25,25,Rain,City Street,15,Friday,7,IL,0,1,0,0,0
3,51.5,21.7,8.8,0.0,70.0,30.4,45,Clear,City Street,17,Thursday,11,MI,0,1,1,1,0
1,71.0,0.1,9.8,0.0,79.0,30.14,70,Cloudy,City Street,9,Tuesday,2,CA,0,0,1,1,0
4,71.8,4.0,8.8,0.26,22.1,29.06,75,Heavy Rain,Highway,11,Monday,7,CA,0,0,0,1,1
2,55.4,2.4,5.5,0.08,100.0,29.98,70,Rain,Highway,8,Wednesday,11,PA,0,0,0,0,0
1,90.7,6.1,9.6,0.0,62.9,30.18,75,Clear,Rural Road,5,Wednesday,4,FL,1,0,0,0,0
1,45.5,2.6,10.0,0.0,62.2,29.9,25,Cloudy,City Street,7,Thursday,1,CA,0,0,0,0,0
1,89.4,16.3,9.1,0.0,32.1,29.47,25,Clear,Highway,18,Wednesday,7,GA,1,0,1,0,0
3,55.5,22.1,9.9,0.0,48.6,29.8,70,Windy,City Street,16,Wednesday,11,OH,0,0,0,0,0
2,43.1,15.1,10.0,0.0,87.2,30.35,25,Fog,State Road,14,Sunday,3,PA,0,0,1,1,0
3,53.0,4.1,6.8,0.0,61.4,30.1,70,Clear,Highway,12,Wednesday,8,MI,1,0,1,0,0
4,38.0,36.8,6.7,0.0,68.3,30.13,70,Snow,City Street,21,Wednesday,6,TX,0,0,0,0,0
4,75.7,10.6,10.0,0.0,50.8,29.78,55,Fog,Highway,5,Thursday,11,OH,1,0,0,0,0
2,27.9,3.5,10.0,0.0,99.4,30.11,70,Cloudy,Highway,9,Friday,10,NC,1,0,0,0,1
2,87.8,0.8,7.9,0.31,56.9,28.85,65,Rain,State Road,10,Saturday,4,IL,0,0,0,0,1
1,41.3,8.8,10.0,0.0,82.6,29.88,35,Cloudy,City Street,18,Wednesday,10,NY,1,0,0,0,0
3,76.7,10.4,5.2,0.45,57.0,29.71,65,Rain,Highway,23,Friday,7,PA,1,0,0,0,0
2,60.5,1.0,6.2,0.0,67.0,29.91,45,Clear,State Road,8,Monday,11,GA,0,0,0,0,0
2,65.4,6.4,4.3,0.0,67.0,29.31,35,Clear,Highway,20,Thursday,9,CA,1,0,0,1,0
3,48.2,34.8,8.9,0.0,78.5,30.09,75,Cloudy,Highway,19,Saturday,12,OH,0,1,0,0,0
2,67.1,3.2,8.9,0.0,74.8,30.86,65,Clear,Highway,8,Tuesday,9,GA,1,0,1,0,1
2,62.7,2.9,10.0,0.0,50.5,29.94,35,Snow,Highway,11,Thursday,10,IL,0,1,0,0,0
2,30.8,18.7,7.4,0.0,83.2,29.92,70,Clear,Highway,11,Sunday,3,CA,0,1,0,0,0
2,40.7,1.0,10.0,0.0,40.2,31.15,65,Cloudy,Rural Road,22,Monday,2,CA,0,1,0,0,1
2,49.2,21.7,10.0,0.0,36.3,29.43,35,Fog,State Road,7,Saturday,12,GA,0,0,0,0,0
1,44.9,12.1,10.0,0.0,54.2,30.15,35,Cloudy,Highway,18,Friday,8,OH,1,0,0,0,0
1,85.1,4.0,10.0,0.0,67.9,30.69,35,Cloudy,Highway,10,Wednesday,8,CA,0,0,0,1,0
3,60.1,0.7,10.0,0.12,39.6,29.7,70,Thunderstorm,Highway,17,Saturday,2,NY,0,1,1,0,1
4,44.4,0.2,10.0,0.0,58.4,30.33,65,Fog,City Street,11,Friday,9,GA,0,1,1,0,0
3,50.2,3.8,5.3,0.0,32.3,29.98,70,Clear,State Road,14,Friday,4,NC,0,0,0,0,1
1,49.9,9.8,8.9,0.0,54.6,29.36,65,Cloudy,Highway,19,Saturday,10,MI,0,0,0,0,0
2,54.2,5.3,10.0,0.39,79.4,29.82,55,Hail,State Road,18,Wednesday,11,NC,0,0,1,0,0
1,38.5,10.7,9.5,0.0,43.1,29.88,25,Cloudy,City Street,19,Sunday,7,IL,0,1,1,1,1
3,43.7,8.9,5.5,0.0,35.6,29.58,65,Cloudy,Highway,4,Tuesday,3,PA,0,1,0,0,0
1,75.3,6.8,9.0,0.0,67.6,29.1,55,Clear,City Street,17,Tuesday,10,PA,0,0,0,0,0
1,63.7,27.4,5.0,0.0,44.2,29.69,35,Clear,State Road,6,Wednesday,11,FL,0,0,0,0,0
2,57.0,10.4,5.4,0.04,100.0,29.15,70,Rain,Highway,11,Friday,2,OH,0,0,0,0,1
4,60.1,19.7,9.2,0.42,63.8,30.17,65,Heavy Rain,City Street,14,Monday,10,TX,1,1,1,0,0
3,59.1,2.2,10.0,0.2,80.5,30.17,65,Thunderstorm,City Street,11,Tuesday,8,NC,0,0,1,0,1
4,55.8,10.0,5.6,0.03,33.7,29.26,65,Heavy Rain,City Street,13,Wednesday,11,CA,1,0,1,0,0
1,70.3,7.3,6.3,0.0,69.1,29.94,35,Clear,State Road,23,Wednesday,4,NC,0,0,1,1,1
2,68.9,20.6,3.7,0.0,39.9,29.23,45,Clear,City Street,6,Sunday,12,NC,0,1,0,0,0
2,28.6,5.7,7.6,0.0,56.4,29.72,65,Windy,State Road,16,Monday,10,NY,1,0,0,0,0
1,57.4,2.6,2.2,0.0,45.0,29.57,55,Clear,City Street,11,Monday,10,PA,0,0,0,1,0
1,29.9,3.9,7.1,0.0,80.8,30.14,35,Clear,City Street,6,Wednesday,2,PA,0,0,0,0,1
4,72.7,2.0,8.2,0.0,66.4,29.09,45,Fog,Highway,7,Monday,3,NY,0,0,0,0,1
1,75.4,2.0,2.7,0.0,62.3,30.39,35,Cloudy,City Street,21,Thursday,3,MI,1,0,1,0,0
2,47.8,5.1,5.0,0.0,87.2,30.51,65,Clear,City Street,20,Monday,8,IL,0,0,0,0,1
4,57.7,17.8,7.8,0.0,60.3,29.83,35,Fog,State Road,20,Sunday,2,NY,0,1,0,0,0
2,17.8,1.7,7.4,0.0,80.6,29.23,55,Windy,Rural Road,23,Tuesday,5,FL,0,0,1,0,1
1,79.5,2.7,7.5,0.0,96.0,28.85,25,Clear,Rural Road,7,Wednesday,2,TX,0,0,0,0,0
4,74.2,15.3,8.9,0.0,62.8,30.45,65,Snow,Highway,10,Thursday,1,CA,1,0,0,0,1
1,83.0,3.3,3.0,0.0,65.2,30.89,25,Cloudy,Interstate,16,Tuesday,4,CA,0,0,0,0,0
1,89.7,26.2,10.0,0.0,79.1,29.92,35,Cloudy,State Road,13,Tuesday,9,NY,0,0,1,0,0
4,35.5,2.5,7.0,0.0,88.7,29.32,55,Fog,City Street,11,Saturday,2,NY,0,0,0,0,0
3,77.8,4.7,6.2,0.09,62.6,29.35,25,Hail,Rural Road,10,Saturday,8,MI,0,0,1,0,0
2,89.6,0.8,2.4,0.0,47.3,30.49,75,Clear,City Street,15,Monday,10,OH,1,0,1,0,0
2,30.1,38.8,7.2,0.0,77.3,29.98,45,Clear,State Road,14,Tuesday,4,NY,0,0,0,0,0
1,56.6,17.7,9.5,0.0,71.4,29.42,25,Clear,Interstate,7,Thursday,10,NY,0,1,1,1,0
2,52.7,13.6,8.4,0.0,77.1,31.05,70,Cloudy,Highway,12,Sunday,1,GA,0,1,0,0,0
1,77.1,1.4,8.5,0.0,74.0,30.42,25,Clear,Highway,14,Sunday,1,FL,1,1,0,1,1
3,12.1,27.9,7.0,0.0,64.1,30.17,70,Cloudy,State Road,14,Friday,4,FL,0,0,0,0,0
3,96.3,21.2,7.8,0.0,65.3,29.62,65,Clear,Rural Road,7,Wednesday,1,NY,0,1,1,0,0
1,57.7,4.6,4.7,0.0,74.0,30.52,35,Cloudy,Interstate,17,Saturday,10,PA,0,1,0,0,0
2,78.3,9.2,8.0,0.0,31.0,30.34,35,Clear,Highway,1,Thursday,5,TX,0,1,1,1,0
4,58.8,39.1,6.5,0.0,86.6,29.85,65,Snow,Rural Road,10,Monday,3,NY,0,0,0,0,0
3,69.8,4.2,4.6,0.0,69.0,30.44,65,Clear,Highway,18,Wednesday,2,GA,0,0,1,0,0
2,13.6,1.0,10.0,0.0,43.1,30.42,45,Clear,Interstate,14,Sunday,11,IL,0,0,0,1,0
4,52.3,16.2,3.3,0.0,63.7,30.04,70,Fog,City Street,8,Sunday,10,GA,1,1,1,1,1
1,77.0,5.2,9.6,0.12,86.4,29.33,35,Rain,Highway,17,Saturday,7,PA,0,0,0,0,0
1,65.8,34.7,9.8,0.0,65.8,29.39,55,Clear,Highway,14,Wednesday,5,CA,0,1,0,1,0
2,27.3,6.4,6.4,0.0,45.4,29.11,45,Clear,Highway,18,Saturday,5,FL,0,1,0,0,0
1,61.2,0.2,10.0,0.32,34.5,30.56,45,Rain,Highway,17,Monday,11,IL,0,1,0,1,0
1,43.6,5.4,6.4,0.0,100.0,29.17,55,Cloudy,City Street,15,Friday,7,CA,1,1,0,1,0
4,41.9,10.1,6.2,0.02,25.2,29.92,45,Heavy Rain,Highway,13,Sunday,5,NY,0,1,0,0,0
1,29.6,0.2,4.4,0.0,66.7,29.1,35,Cloudy,Interstate,6,Tuesday,1,NC,1,0,0,0,0
2,72.4,4.3,8.0,0.0,48.3,30.74,55,Clear,City Street,8,Monday,12,NY,0,0,0,0,1
1,82.3,1.4,5.1,0.0,80.8,29.32,55,Cloudy,City Street,11,Saturday,9,PA,1,0,0,0,0
2,102.4,8.2,5.6,0.32,35.7,30.06,65,Rain,Highway,15,Tuesday,3,TX,0,1,0,1,0
4,30.5,25.2,7.8,0.0,92.2,29.12,65,Fog,Rural Road,13,Monday,1,CA,1,0,0,0,0
1,75.3,7.8,7.9,0.0,57.5,30.34,45,Clear,City Street,9,Monday,5,CA,0,1,0,0,0
2,76.7,9.5,10.0,0.0,55.6,30.44,65,Cloudy,Rural Road,0,Monday,8,MI,0,0,0,0,0
1,48.4,4.0,10.0,0.0,53.7,29.91,35,Clear,Interstate,13,Sunday,9,OH,1,1,1,0,0
1,41.6,6.6,9.7,0.0,48.1,29.87,35,Cloudy,Highway,9,Friday,6,PA,1,1,0,1,0
4,38.3,6.3,7.6,0.0,52.6,30.31,55,Fog,Highway,17,Wednesday,9,OH,0,1,1,0,0
4,49.5,11.4,6.8,0.0,74.4,29.6,55,Cloudy,Rural Road,1,Friday,3,OH,1,1,0,0,1
3,64.1,15.6,7.9,0.12,25.6,30.44,55,Thunderstorm,Rural Road,15,Friday,3,MI,1,1,1,0,0
2,87.2,8.7,6.3,0.13,45.0,30.05,55,Rain,City Street,21,Saturday,7,IL,0,1,0,0,0
4,82.1,31.2,5.9,0.07,89.9,29.11,35,Thunderstorm,State Road,7,Tuesday,11,IL,1,0,0,0,0
4,27.7,14.1,7.8,0.49,58.2,30.82,65,Heavy Rain,City Street,12,Saturday,12,GA,0,1,0,0,0
4,44.2,1.1,5.4,0.0,48.6,29.99,70,Clear,State Road,5,Monday,3,NC,1,1,0,0,0
2,86.0,5.7,5.5,0.0,34.5,29.73,55,Clear,Highway,15,Tuesday,3,GA,0,1,0,0,0
3,45.4,18.7,10.0,0.0,36.6,29.98,65,Cloudy,State Road,14,Sunday,12,OH,1,0,1,0,0
3,58.9,23.0,3.9,0.0,79.6,29.54,65,Clear,Highway,11,Wednesday,7,PA,0,0,1,0,0
3,25.9,3.8,4.9,0.0,43.5,29.82,65,Cloudy,State Road,13,Sunday,1,PA,1,0,0,0,0
3,83.1,10.3,10.0,0.0,76.1,30.29,45,Cloudy,Interstate,20,Thursday,12,FL,0,0,0,0,0
4,21.7,4.2,6.8,0.92,40.4,30.24,65,Thunderstorm,Rural Road,7,Wednesday,11,PA,1,1,1,0,0
3,27.1,1.1,10.0,0.0,57.5,30.21,70,Cloudy,Interstate,1,Wednesday,6,NC,1,1,0,0,1
4,81.0,17.3,4.5,0.06,58.6,29.6,45,Heavy Rain,Rural Road,19,Monday,12,FL,0,1,0,1,0
4,98.4,21.5,8.2,0.27,44.9,29.47,65,Thunderstorm,State Road,14,Wednesday,5,TX,0,0,0,0,1
3,54.2,5.6,10.0,0.0,61.5,30.09,75,Fog,Rural Road,20,Monday,7,TX,0,1,0,0,0
1,59.1,0.1,5.3,0.0,17.7,30.29,65,Clear,Interstate,15,Saturday,6,FL,0,1,0,1,0
1,78.2,13.5,10.0,0.0,58.2,29.53,45,Cloudy,Interstate,18,Saturday,11,NY,0,1,0,0,0
1,65.8,5.2,6.8,0.0,68.9,29.79,35,Clear,City Street,11,Saturday,6,CA,1,0,0,0,0
1,52.5,0.6,9.5,0.0,43.3,30.1,55,Cloudy,Highway,17,Monday,3,IL,1,0,0,0,1
1,50.3,1.7,6.0,0.0,64.3,29.85,35,Cloudy,Highway,21,Monday,11,TX,1,1,0,0,0
3,28.7,1.3,10.0,0.0,63.1,30.48,55,Snow,Highway,14,Wednesday,1,PA,0,1,0,1,0
1,64.7,9.3,8.9,0.0,63.9,29.25,45,Cloudy,Interstate,7,Wednesday,9,NY,0,0,1,1,0
1,58.2,2.8,10.0,0.0,33.1,29.17,55,Cloudy,State Road,8,Sunday,9,NC,0,1,0,0,0
1,51.2,1.1,10.0,0.0,61.9,30.45,45,Windy,Rural Road,7,Friday,5,TX,1,1,0,1,0
2,40.0,20.0,10.0,0.0,25.6,30.21,65,Clear,State Road,8,Thursday,1,CA,0,0,1,0,0
3,42.0,25.1,5.1,0.0,47.4,29.95,45,Cloudy,City Street,9,Thursday,9,OH,0,1,0,0,0
1,72.4,1.2,8.3,0.05,59.9,29.73,35,Heavy Rain,Highway,14,Friday,4,FL,0,0,0,1,0
1,77.6,2.1,7.0,0.0,64.2,30.14,55,Clear,Highway,15,Friday,12,OH,0,1,0,1,0
2,53.5,7.2,8.1,0.9,35.8,29.99,65,Rain,State Road,11,Sunday,7,GA,0,0,1,1,0
1,51.4,1.3,8.4,0.0,54.3,30.05,45,Clear,City Street,15,Sunday,1,GA,1,1,0,1,0
4,42.9,1.4,5.3,0.0,75.9,29.87,55,Snow,Highway,5,Saturday,4,GA,1,0,1,1,0
4,78.7,3.3,7.5,0.0,40.4,30.17,45,Clear,City Street,5,Friday,10,MI,0,0,0,0,1
1,60.6,23.8,7.7,0.0,16.9,30.36,35,Clear,State Road,7,Thursday,2,MI,0,0,0,0,0
2,67.4,26.3,5.0,0.0,70.6,30.35,55,Cloudy,Rural Road,13,Monday,8,GA,0,1,1,1,0
2,67.2,14.8,10.0,0.0,41.2,30.13,65,Clear,Highway,7,Sunday,2,GA,0,0,0,1,0
1,53.8,9.5,8.7,0.0,47.2,29.9,35,Clear,City Street,9,Saturday,1,GA,0,0,1,1,0
2,36.7,10.2,10.0,0.0,62.6,30.12,65,Cloudy,Highway,11,Friday,5,CA,1,0,0,0,0
2,40.1,5.1,9.5,0.0,61.5,30.5,70,Cloudy,City Street,18,Thursday,10,TX,0,1,1,1,0
3,82.6,6.0,2.9,0.0,80.4,29.82,70,Cloudy,State Road,0,Monday,4,NY,1,1,0,0,1
1,45.5,8.1,5.5,0.0,55.2,29.76,35,Cloudy,City Street,16,Monday,3,TX,1,1,0,0,0
1,51.8,10.5,10.0,0.0,61.4,30.15,35,Cloudy,Interstate,16,Thursday,6,NC,1,1,0,1,1
2,37.3,0.8,10.0,0.01,26.1,30.27,70,Rain,Highway,18,Thursday,12,CA,0,0,0,1,0
2,35.7,2.0,3.1,0.0,72.6,29.85,65,Clear,Highway,21,Friday,12,OH,0,1,1,0,0
2,44.6,26.4,9.4,0.0,46.2,30.13,35,Clear,City Street,1,Saturday,10,FL,0,1,0,0,1
